age,sex,adj1,adj2,adj3,adj4,adj5,celeb1_name,celeb2_name,celeb3_name,celeb4_name,celeb5_name
71,male,gruff,booming,authoritative,gravelly,intimidating,Brian Blessed,James Cromwell,John Goodman,Ron Perlman,Fred Williamson
49,female,sharp,cutting,precise,icy,unyielding,Katheryn Winnick,Janice Dickinson,Tilda Swinton,Constance Zimmer,Olivia Colman
37,female,breathy,husky,sultry,low,raspy,Katheryn Winnick,Morena Baccarin,Sanaa Lathan,Leslie Mann,Kate Beckinsale
62,male,gravelly,resonant,booming,authoritative,deep,James Earl Jones,Brian Blessed,John Amos,John Hurt,Ron Perlman
71,female,sharp,brittle,acerbic,cutting,precise,Phyllis Diller,Miriam Margolyes,Janice Dickinson,Joan Chen,Judith Light
28,male,high-pitched,nasal,whiny,reedy,thin,Seann William Scott,Neil Gaiman,Chris Colfer,Jack Black,Patton Oswalt
55,female,clear,bright,energetic,effervescent,lively,Jenna Fischer,Kelly Macdonald,Amanda Seyfried,Witney Carson,Drew Barrymore
47,female,husky,sultry,velvety,seductive,smooth,Katheryn Winnick,Sanaa Lathan,Thandie Newton,Taraji P. Henson,Halle Berry
37,female,breathy,husky,sultry,gravelly,seductive,Katheryn Winnick,Sanaa Lathan,Jennifer Beals,Kate Beckinsale,Ashley Greene
62,male,gravelly,resonant,authoritative,world-weary,deep,Brian Dennehy,James Earl Jones,John Goodman,Ron Perlman,James Cromwell
28,female,bright,chirpy,effervescent,youthful,clear,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
71,male,raspy,whispery,dry,crackling,amused,John Hurt,Bill Nighy,Stephen Fry,David Warner,Peter O'Toole
62,female,gravelly,raspy,world-weary,resonant,knowing,Miriam Margolyes,Glenn Close,Frances Conroy,Phyllis Diller,Margo Martindale
37,male,smooth,urbane,charming,self-assured,mellifluous,Hugh Bonneville,Henry Cavill,Theo James,James Nesbitt,Damian Lewis
71,male,breathy,tremulous,weak,high-pitched,childlike,Michael C. Hall,John Hurt,Peter Jackson,Bill Nighy,Tom Kenny
28,female,bright,energetic,youthful,clear,optimistic,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez,Ashley Greene
49,male,gruff,booming,gravelly,authoritative,intimidating,Brian Blessed,James Earl Jones,John Goodman,Ron Perlman,Charles Dance
37,female,breathy,husky,sultry,gravelly,whispering,Morena Baccarin,Katheryn Winnick,Leslie Mann,Amanda Seyfried,Shiri Appleby
72,male,raspy,gravelly,world-weary,resonant,authoritative,Brian Blessed,John Hurt,James Earl Jones,Ron Perlman,Willem Dafoe
28,female,bright,chirpy,effervescent,youthful,giggly,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
61,male,dry,sarcastic,witty,acerbic,precise,John Oliver,Stephen Fry,David Mamet,Jeremy Piven,Louis C.K.
55,female,sharp,cutting,precise,commanding,unyielding,Janice Dickinson,Glenn Close,Meryl Streep,Taraji P. Henson,Margo Martindale
37,female,breathy,husky,sultry,raspy,low,Katheryn Winnick,Mira Furlan,Leslie Mann,Jennifer Beals,Sanaa Lathan
62,male,gravelly,resonant,authoritative,booming,deep,Brian Blessed,James Earl Jones,John Goodman,Charles Dance,Ron Perlman
71,female,sharp,brittle,acerbic,high-pitched,cutting,Phyllis Diller,Miriam Margolyes,Joan Chen,Wendi McLendon-Covey,Rue McClanahan
28,male,nasal,thin,reedy,high,whiny,Neil Gaiman,Chris Colfer,Aaron Yoo,Max Schneider,Seann William Scott
55,female,smooth,mellifluous,warm,clear,gentle,Amanda Seyfried,Kelly Macdonald,Olivia Colman,Rachel McAdams,Katherine Jenkins
37,female,husky,gravelly,smooth,sultry,knowing,Katheryn Winnick,Taraji P. Henson,Sanaa Lathan,Jennifer Beals,Mira Furlan
62,male,raspy,gravelly,world-weary,resonant,authoritative,Brian Blessed,John Hurt,James Earl Jones,Alan Rickman,Bill Nighy
28,female,bright,chirpy,effervescent,youthful,optimistic,Abigail Breslin,Kiernan Shipka,Ashley Greene,Kelli Berglund,Raini Rodriguez
71,male,thin,reedy,wheezy,quivering,amused,John Cleese,Steve Martin,Tom Kenny,Rob Brydon,John Oliver
62,female,gravelly,whispering,raspy,world-weary,mellow,Phyllis Diller,Miriam Margolyes,Joan Chen,Leslie Mann,Glenn Close
37,male,smooth,baritonal,resonant,authoritative,calm,James Earl Jones,Henry Cavill,Damian Lewis,Hugh Bonneville,Sam Worthington
28,female,bright,chirpy,bubbly,effervescent,youthful,Amanda Seyfried,Abigail Breslin,Witney Carson,Kiernan Shipka,Kelli Berglund
71,male,gruff,booming,gravelly,incisive,powerful,Brian Blessed,John Amos,James Cosmo,Fred Williamson,John Hurt
51,female,sharp,cutting,precise,icily polite,controlled,Janice Dickinson,Tilda Swinton,Katheryn Winnick,Constance Zimmer,Milla Jovovich
37,female,husky,gravelly,world-weary,raspy,mellow,Joan Chen,Taraji P. Henson,Leslie Mann,Laura Dern,Katheryn Winnick
62,male,booming,resonant,authoritative,gravelly,commanding,James Earl Jones,Brian Blessed,John Amos,Ron Perlman,John Hurt
28,female,bright,chirpy,effervescent,youthful,optimistic,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez,Kelli Berglund
71,male,wheezy,thin,tremulous,rasping,feeble,John Cleese,Bill Nighy,Peter Jackson,Tom Kenny,John Nettles
49,female,sharp,precise,cutting,witty,acerbic,Miriam Margolyes,Phyllis Diller,Jennifer Saunders,Molly Shannon,Wanda Sykes
37,female,breathy,husky,sultry,melodic,confidential,Katheryn Winnick,Kelly Macdonald,Morena Baccarin,Caitriona Balfe,Olivia Colman
62,male,gravelly,resonant,authoritative,world-weary,raspy,Brian Blessed,James Earl Jones,John Hurt,Willem Dafoe,Ron Perlman
28,female,bright,lilting,youthful,clear,energetic,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
71,male,thin,reedy,high-pitched,quavering,nervous,Patton Oswalt,Tom Kenny,John Oliver,Alan Rickman,David Mamet
67,female,gravelly,raspy,world-weary,whispering,insistent,Phyllis Diller,Miriam Margolyes,Joan Chen,Leslie Mann,Margo Martindale
38,male,smooth,baritone,confident,resonant,magnetic,Henry Cavill,Hugh Bonneville,Theo James,Sam Worthington,Damian Lewis
72,male,high-pitched,nasal,whiny,tremulous,irritable,Jack Black,Steve Martin,John Oliver,Tom Kenny,Will Forte
28,female,bright,clear,youthful,chirpy,effervescent,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez,Kelli Berglund
51,male,gruff,gravelly,booming,authoritative,unyielding,Brian Blessed,James Earl Jones,John Goodman,Ron Perlman,Fred Williamson
37,female,breathy,sultry,whispering,husky,enchanting,Katheryn Winnick,Morena Baccarin,Kelly Macdonald,Shiri Appleby,Odette Annable
62,male,gravelly,resonant,world-weary,authoritative,deep,Brian Blessed,James Earl Jones,John Hurt,David Warner,Ron Perlman
28,female,bright,chirpy,effervescent,youthful,clear,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
71,male,raspy,wheezy,amused,sarcastic,dry,John Cleese,Bill Nighy,Stephen Fry,Alan Rickman,David Mamet
55,female,sharp,acerbic,witty,cutting,precise,Janice Dickinson,Miriam Margolyes,Wanda Sykes,Phyllis Diller,Jennifer Saunders
37,female,breathy,husky,melodic,gentle,wistful,Kelly Macdonald,Amanda Seyfried,Katheryn Winnick,Shiri Appleby,Caitriona Balfe
62,male,gravelly,resonant,authoritative,booming,commanding,Brian Blessed,James Earl Jones,John Amos,Ron Perlman,Charles Dance
28,female,bright,chirpy,effervescent,youthful,energetic,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
71,male,raspy,whispery,dry,sarcastic,world-weary,John Hurt,Bill Nighy,David Warner,Willem Dafoe,Stephen Fry
49,female,sharp,precise,cutting,articulate,incisive,Glenn Close,Margo Martindale,Leslie Mann,Judith Light,Constance Zimmer
62,female,gravelly,whispering,raspy,husky,knowing,Joan Chen,Miriam Margolyes,Phyllis Diller,Barbara Hershey,Ruth McClanahan
38,male,smooth,resonant,baritonal,confident,charming,Henry Cavill,Idris Elba,Hugh Bonneville,Sam Worthington,Damian Lewis
71,male,breathy,high-pitched,reedy,tremulous,childlike,Michael C. Hall,Bill Nighy,Steve Martin,John Cleese,Tim Minchin
27,female,bright,clear,crisp,energetic,youthful,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Ashley Greene
51,female,sharp,cutting,acerbic,authoritative,precise,Glenn Close,Meryl Streep,Kathy Griffin,Constance Zimmer,Leslie Mann
37,female,breathy,sultry,husky,melodic,slightly-nasal,Katheryn Winnick,Morena Baccarin,Kelly Macdonald,Shiri Appleby,Amanda Seyfried
72,male,gravelly,resonant,world-weary,authoritative,raspy,Brian Blessed,John Hurt,James Earl Jones,Willem Dafoe,John Goodman
28,female,high-pitched,bright,chirpy,effervescent,youthful,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
55,male,smooth,urbane,cultivated,precise,ironic,Jeremy Piven,Hugh Bonneville,Stephen Fry,John Oliver,Alan Rickman
61,female,sharp,acerbic,witty,cutting,gravelly,Phyllis Diller,Joan Chen,Miriam Margolyes,Wanda Sykes,Jennifer Saunders
37,female,husky,gravelly,raspy,warm,intimate,Taraji P. Henson,Debi Mazar,Constance Zimmer,Kelly Macdonald,Leslie Mann
62,male,booming,resonant,authoritative,gravelly,commanding,Brian Blessed,James Earl Jones,John Amos,John Hurt,James Cosmo
28,female,bright,chirpy,effervescent,youthful,bubbly,Abigail Breslin,Kiernan Shipka,Dove Cameron,Kelli Berglund,Raini Rodriguez
71,male,thin,reedy,whispery,nervous,tremulous,Bill Nighy,David Warner,John Nettles,Peter Jackson,Alan Rickman
49,female,sharp,cutting,acerbic,witty,sardonic,Joan Chen,Kathy Griffin,Jennifer Saunders,Wanda Sykes,Miriam Margolyes
62,female,gravelly,raspy,world-weary,whispering,knowing,Joan Chen,Miriam Margolyes,Glenn Close,Margo Martindale,Leslie Mann
37,male,smooth,baritone,resonant,authoritative,calm,Henry Cavill,Hugh Bonneville,Damian Lewis,Richard Madden,Theo James
71,male,breathy,strained,high-pitched,tremulous,uncertain,John Hurt,Brian Blessed,Bill Nighy,Tom Kenny,Peter Facinelli
28,female,bright,chirpy,youthful,energetic,bubbly,Amanda Seyfried,Abigail Breslin,Kiernan Shipka,Dove Cameron,Kelli Berglund
51,male,nasal,whiny,irritable,thin,reedy,Seann William Scott,John Oliver,Jack Black,Seth Rogen,Patton Oswalt
37,female,breathy,husky,sultry,raspy,low,Katheryn Winnick,Leslie Mann,Morena Baccarin,Jennifer Beals,Kelly Macdonald
62,male,gravelly,resonant,authoritative,deep,booming,Brian Blessed,James Earl Jones,John Goodman,Ron Perlman,James Cromwell
28,female,bright,clear,chirpy,youthful,energetic,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Ashley Greene
71,male,thin,reedy,whistling,high-pitched,quavering,John Hurt,Bill Nighy,Peter Jackson,Stephen Fry,Michael Crichton
37,female,breathy,sultry,husky,melodic,slightly raspy,Katheryn Winnick,Morena Baccarin,Jennifer Beals,Kelly Macdonald,Shiri Appleby
72,male,gravelly,resonant,authoritative,booming,world-weary,Brian Blessed,James Earl Jones,John Hurt,John Goodman,Ron Perlman
28,female,bright,chirpy,effervescent,youthful,clear,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
55,male,nasal,whiny,reedy,irritable,thin,John Oliver,Patton Oswalt,Seth Rogen,Louis C.K.,Jack Black
61,female,sharp,witty,acerbic,precise,cutting,Miriam Margolyes,Phyllis Diller,Joan Chen,Wanda Sykes,Jennifer Saunders
37,female,husky,gravelly,world-weary,resonant,mellow,Taraji P. Henson,Constance Zimmer,Kate Beckinsale,Leslie Mann,Marcia Cross
72,male,raspy,crackling,authoritative,gravelly,whispering,Brian Blessed,John Hurt,James Earl Jones,David Warner,Ron Perlman
61,female,high-pitched,breathy,fluttering,nervous,childlike,Sarah Drew,Kristen Wiig,Molly Shannon,Jennifer Saunders,America Ferrera
28,male,smooth,baritone,confident,melodic,magnetic,Idris Elba,Henry Cavill,Theo James,Sebastian De Souza,Sam Heughan
62,female,gravelly,raspy,world-weary,whispering,somber,Joan Chen,Miriam Margolyes,Margo Martindale,Glenn Close,Susan Lucci
35,male,smooth,resonant,confident,urbane,charming,Henry Cavill,Theo James,Sam Heughan,Richard Madden,Hugh Bonneville
71,male,high-pitched,quirky,effervescent,childlike,giddy,Tim Minchin,Jack Black,Stephen Fry,Neil Gaiman,John Cleese
28,female,breathy,sweet,innocent,girlish,delicate,Amanda Seyfried,Kiernan Shipka,Abigail Breslin,Kelli Berglund,Raini Rodriguez
47,male,gruff,booming,authoritative,gravelly,intimidating,Brian Blessed,James Earl Jones,John Goodman,Ron Perlman,Fred Williamson
62,female,gravelly,husky,world-weary,raspy,resonant,Joan Chen,Miriam Margolyes,Margo Martindale,Jean Smart,Ruby Dee
28,female,bright,chirpy,youthful,effervescent,optimistic,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
71,male,booming,authoritative,gravelly,imposing,powerful,Brian Blessed,James Earl Jones,John Amos,Ron Perlman,Fred Williamson
45,female,sharp,witty,acerbic,cutting,dry,Phyllis Diller,Wanda Sykes,Kristen Wiig,Kathy Griffin,Wendi McLendon-Covey
62,female,gravelly,whispering,raspy,knowing,sultry,Joan Chen,Miriam Margolyes,Leslie Mann,Glenn Close,Meryl Streep
38,male,smooth,resonant,confident,mellifluous,authoritative,Henry Cavill,James Earl Jones,Hugh Bonneville,Sam Worthington,Idris Elba
71,female,breathy,tremulous,high-pitched,quavering,childlike,Phyllis Diller,Rue McClanahan,Dawn French,Lily Cole,Carrie Fisher
28,male,nasal,whiny,irritable,thin,reedy,Seann William Scott,Jack Black,Seth Rogen,Chris Colfer,Neil Gaiman
55,female,sharp,crisp,precise,clear,unwavering,Katheryn Winnick,Sanaa Lathan,Taraji P. Henson,Olivia Colman,Viola Davis
37,female,breathy,husky,sultry,slightly,raspy,Katheryn Winnick,Morena Baccarin,Sanaa Lathan,Jennifer Beals,Ashley Greene
62,male,gravelly,resonant,authoritative,deep,booming,Brian Blessed,James Earl Jones,John Amos,Ron Perlman,Charles Dance
28,female,bright,chirpy,effervescent,youthful,clear,Abigail Breslin,Kiernan Shipka,Raini Rodriguez,Kelli Berglund,Dove Cameron
49,female,sharp,witty,acerbic,cutting,precise,Joan Chen,Miriam Margolyes,Wanda Sykes,Phyllis Diller,Jennifer Saunders
37,female,breathy,husky,sultry,whispering,enigmatic,Morena Baccarin,Katheryn Winnick,Kate Voegele,Shiri Appleby,Jennifer Beals
72,male,gravelly,resonant,authoritative,world-weary,booming,James Earl Jones,Brian Dennehy,John Hurt,John Goodman,Charles Dance
28,female,bright,clear,chirpy,effervescent,youthful,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
55,male,nasal,twangy,whiny,irritable,nasally,John Oliver,Patton Oswalt,Seth Rogen,Jack Black,Will Forte
62,female,gravelly,whispering,raspy,somber,knowing,Miriam Margolyes,Phyllis Diller,Joan Chen,Glenn Close,Jean Smart
37,male,smooth,resonant,calm,assured,gentle,Henry Cavill,Sam Worthington,Theo James,Richard Madden,Hugh Bonneville
71,male,booming,gravelly,authoritative,gruff,powerful,Brian Blessed,James Earl Jones,John Hurt,John Goodman,Charles Dance
28,female,bright,chirpy,effervescent,youthful,optimistic,Amanda Seyfried,Witney Carson,Abigail Breslin,Kiernan Shipka,Dove Cameron
45,male,nasal,whiny,irritable,high-pitched,unpleasant,Seann William Scott,Jack Black,Seth Rogen,Will Ferrell,Chris Colfer
62,female,gravelly,raspy,world-weary,husky,resonant,Phyllis Diller,Miriam Margolyes,Joan Chen,Marcia Cross,Glenn Close
37,male,smooth,urbane,charming,mellifluous,confident,Hugh Bonneville,Theo James,Colin Donnell,Sebastian De Souza,James Lafferty
71,male,high-pitched,reedy,slightly-nasal,quirky,effervescent,Stephen Fry,Tim Minchin,John Oliver,Bill Nighy,Michael C. Hall
28,female,breathy,sweet,girlish,slightly-whiny,childlike,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Dove Cameron,Raini Rodriguez
49,male,gruff,deep,authoritative,gravelly,powerful,Brian Blessed,James Earl Jones,Ron Perlman,John Goodman,Charles Dance
62,female,gravelly,raspy,world-weary,whispering,haunting,Miriam Margolyes,Phyllis Diller,Joan Chen,Jean Smart,Ruby Dee
35,male,smooth,resonant,confident,urbane,charming,Henry Cavill,Theo James,Hugh Bonneville,Sam Heughan,Max Irons
71,male,booming,gravelly,authoritative,resonant,powerful,Brian Blessed,James Earl Jones,John Amos,Jon Pertwee,John Hurt
28,female,bright,chirpy,effervescent,youthful,bubbly,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez,Kelli Berglund
47,female,sharp,witty,acerbic,cutting,precise,Janice Dickinson,Wanda Sykes,Amy Schumer,Kristen Wiig,Leslie Mann
37,female,breathy,husky,sultry,gravelly,charming,Katheryn Winnick,Sanaa Lathan,Debi Mazar,Jennifer Beals,Mira Furlan
62,male,gravelly,resonant,authoritative,world-weary,raspy,Brian Blessed,James Earl Jones,John Hurt,John Goodman,Willem Dafoe
28,male,high-pitched,nasal,bright,energetic,chirpy,Seann William Scott,Jack Black,Neil Gaiman,Chris Colfer,Max Schneider
55,female,smooth,silky,calm,measured,soothing,Morena Baccarin,Amanda Seyfried,Olivia Colman,Kelly Macdonald,Rachel McAdams
37,female,breathy,husky,sultry,raspy,melodic,Scarlett Johansson,Sanaa Lathan,Katheryn Winnick,Kelly Macdonald,Debi Mazar
62,male,gravelly,resonant,authoritative,booming,world-weary,Brian Blessed,James Earl Jones,John Goodman,Willem Dafoe,Ron Perlman
28,female,bright,clear,effervescent,youthful,energetic,Amanda Seyfried,Abigail Breslin,Kiernan Shipka,Dove Cameron,Ashley Greene
71,male,thin,reedy,wry,acerbic,whispering,Bill Nighy,David Mamet,John Cleese,Stephen Fry,Alan Rickman
62,female,gravelly,raspy,world-weary,whispering,knowing,Phyllis Diller,Miriam Margolyes,Joan Chen,Barbara Hershey,Glenn Close
35,male,smooth,resonant,confident,charming,urbane,Henry Cavill,Hugh Bonneville,Theo James,Sam Heughan,Sebastian De Souza
71,male,booming,gravelly,authoritative,resonant,powerful,Brian Blessed,James Earl Jones,John Amos,John Hurt,Fred Williamson
28,female,bright,chirpy,effervescent,youthful,peppy,Abigail Breslin,Kiernan Shipka,Kelli Berglund,Raini Rodriguez,Dove Cameron
47,female,breathy,husky,sultry,low,seductive,Katheryn Winnick,Sanaa Lathan,Morena Baccarin,Mallika Sherawat,Cote de Pablo
62,female,gravelly,whispering,raspy,world-weary,haunting,Miriam Margolyes,Phyllis Diller,Joan Chen,Margo Martindale,Katheryn Winnick
37,male,smooth,baritone,resonant,confident,magnetic,Henry Cavill,Idris Elba,Hugh Bonneville,Sam Heughan,Damian Lewis
71,male,breathy,high-pitched,quavering,nervous,unsteady,John Oliver,Michael C. Hall,Tim Minchin,Bill Nighy,Neil Gaiman
28,female,bright,chirpy,effervescent,youthful,bubbly,Amanda Seyfried,Abigail Breslin,Kiernan Shipka,Jenna Fischer,Dove Cameron
51,male,gruff,gravelly,booming,authoritative,powerful,Brian Blessed,James Earl Jones,John Goodman,Ron Perlman,Fred Williamson
37,female,breathy,husky,sultry,confidential,raspy,Scarlett Johansson,Katheryn Winnick,Sanaa Lathan,Leslie Mann,Jennifer Beals
62,male,gravelly,resonant,authoritative,world-weary,booming,Brian Blessed,James Earl Jones,John Hurt,Ron Perlman,John Goodman
28,female,bright,chirpy,effervescent,youthful,optimistic,Abigail Breslin,Kiernan Shipka,Dove Cameron,Raini Rodriguez,Kelli Berglund
71,male,thin,reedy,high-pitched,nervous,quirky,Paul Giamatti,Michael C. Hall,Steve Martin,Bill Nighy,John Cleese
55,female,sharp,witty,cutting,acerbic,sarcastic,Joan Chen,Meryl Streep,Glenn Close,Phyllis Diller,Wanda Sykes
67,female,gravelly,whispery,raspy,knowing,world-weary,Miriam Margolyes,Phyllis Diller,Joan Chen,Margo Martindale,Glenn Close
38,male,smooth,resonant,gentle,charming,persuasive,Henry Cavill,Hugh Bonneville,Sam Heughan,Theo James,Richard Madden
28,female,bright,chirpy,effervescent,youthful,optimistic,Abigail Breslin,Kiernan Shipka,Dove Cameron,Kelli Berglund,Raini Rodriguez
72,male,gruff,booming,authoritative,gravelly,unyielding,Brian Blessed,James Earl Jones,John Amos,Ron Perlman,Fred Williamson
51,female,sharp,cutting,precise,witty,acerbic,Janice Dickinson,Wanda Sykes,Lucy Punch,Jennifer Saunders,Amy Schumer
37,female,breathy,husky,sultry,low,raspy,Katheryn Winnick,Sanaa Lathan,Mira Furlan,Leslie Mann,Jennifer Beals
62,male,gravelly,resonant,authoritative,deep,booming,Brian Blessed,James Earl Jones,John Goodman,Charles Dance,Ron Perlman
71,female,sharp,acerbic,witty,crisp,cutting,Phyllis Diller,Joan Chen,Miriam Margolyes,Jennifer Saunders,Wanda Sykes
28,male,nasal,high-pitched,whiny,reedy,nervous,Seann William Scott,Jack Black,Josh Peck,Seth Rogen,Neil Gaiman
55,female,smooth,calm,clear,measured,gentle,Morena Baccarin,Amanda Seyfried,Olivia Colman,Caitriona Balfe,Kelly Macdonald
